id,name,version,layout,released_at,image_uris,cost,inkwell,ink,inks,type,classifications,text,keywords,move_cost,strength,willpower,lore,rarity,illustrators,collector_number,lang,flavor_text,tcgplayer_id,legalities,set,prices
crd_314a692823404f41b6c94ef90a3fc5e8,Tinker Bell,Most Helpful,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_314a692823404f41b6c94ef90a3fc5e8.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_314a692823404f41b6c94ef90a3fc5e8.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_314a692823404f41b6c94ef90a3fc5e8.avif?1709690747'}}",4,True,Emerald,,['Character'],"['Storyborn', 'Ally', 'Fairy']","Evasive (Only characters with Evasive can challenge this character.)
PIXIE DUST When you play this character, chosen character gains Evasive this turn.",['Evasive'],,2,3,2,Common,['Caner Soylu'],93,en,,508775,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.08', 'usd_foil': '0.36'}"
crd_c6e59761b01b488b9a46b1dbfb30707e,Do It Again!,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_c6e59761b01b488b9a46b1dbfb30707e.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_c6e59761b01b488b9a46b1dbfb30707e.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_c6e59761b01b488b9a46b1dbfb30707e.avif?1709690747'}}",3,False,Emerald,,['Action'],,Return an action card from your discard to your hand.,[],,,,,Rare,['Ellie Horie'],94,en,"""...Then scrub the terrace, sweep the halls and the stairs, clean the chimneys. And of course there's the mending, and the sewing, and the laundry...""
—Lady Tremaine",506830,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.31', 'usd_foil': '1.18'}"
crd_ae6da5a02eb8403e9dd4df5ff4dac55b,Mother Knows Best,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_ae6da5a02eb8403e9dd4df5ff4dac55b.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_ae6da5a02eb8403e9dd4df5ff4dac55b.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_ae6da5a02eb8403e9dd4df5ff4dac55b.avif?1709690747'}}",3,False,Emerald,,"['Action', 'Song']",,"(A character with cost 3 or more can {E} to sing this song for free.)
Return chosen character to their player's hand.",[],,,,,Uncommon,['R. La Barbera / L. Giammichele'],95,en,"One way or another
Something will go wrong, I swear",506100,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.11', 'usd_foil': '1.91'}"
crd_c2b11d41ddb1477a8f7293afb674c765,Stampede,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_c2b11d41ddb1477a8f7293afb674c765.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_c2b11d41ddb1477a8f7293afb674c765.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_c2b11d41ddb1477a8f7293afb674c765.avif?1709690747'}}",1,False,Emerald,,['Action'],,Deal 2 damage to chosen damaged character.,[],,,,,Common,['Matt Chapman'],96,en,A wildebeest stampede is like a raging river: best experienced from a distance.,505953,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.03', 'usd_foil': '0.24'}"
crd_cc2d13ea26124968b44151ab66a7a343,Steal from the Rich,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_cc2d13ea26124968b44151ab66a7a343.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_cc2d13ea26124968b44151ab66a7a343.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_cc2d13ea26124968b44151ab66a7a343.avif?1709690747'}}",5,False,Emerald,,['Action'],,"Whenever one of your characters quests this turn, each opponent loses 1 lore.",[],,,,,Rare,['Hedvig Häggman-Sund'],97,en,"""Wonder how much ol' Prince John spent on all those fancy locks.""
—Little John",508773,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.11', 'usd_foil': '0.71'}"
crd_cf7aaffeb44d43fdb372b21fec59ff3b,Sudden Chill,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_cf7aaffeb44d43fdb372b21fec59ff3b.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_cf7aaffeb44d43fdb372b21fec59ff3b.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_cf7aaffeb44d43fdb372b21fec59ff3b.avif?1709690747'}}",2,True,Emerald,,"['Action', 'Song']",,"(A character with cost 2 or more can {E} to sing this song for free.)
Each opponent chooses and discards a card.",[],,,,,Common,['Giulia Riva'],98,en,"Cruella De Vil, Cruella De Vil
If she doesn't scare you, no evil thing will",508346,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.16', 'usd_foil': '1.65'}"
crd_7c0b98be9394466198db3610a9b64953,The Beast is Mine!,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_7c0b98be9394466198db3610a9b64953.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_7c0b98be9394466198db3610a9b64953.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_7c0b98be9394466198db3610a9b64953.avif?1709690747'}}",3,True,Emerald,,['Action'],,Chosen character gains Reckless during their next turn. (They can't quest and must challenge if able.),[],,,,,Uncommon,['Matthew Robert Davies'],99,en,"""It's only fitting that the finest hunter gets the foulest beast!""
—Gaston",494154,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.07', 'usd_foil': '0.45'}"
crd_85e0edbb8cbd458fa3957029a8bb5697,Vicious Betrayal,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_85e0edbb8cbd458fa3957029a8bb5697.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_85e0edbb8cbd458fa3957029a8bb5697.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_85e0edbb8cbd458fa3957029a8bb5697.avif?1709690747'}}",1,True,Emerald,,['Action'],,"Chosen character gets +2 {S} this turn. If a Villain character is chosen, they get +3 {S} instead.",[],,,,,Common,['Michaela Martin'],100,en,"""A true king takes matters into his own claws.""
—Scar",506150,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.03', 'usd_foil': '0.27'}"
crd_b30843c0d5e845ee88fc040b5c5e727b,Dr. Facilier's Cards,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_b30843c0d5e845ee88fc040b5c5e727b.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_b30843c0d5e845ee88fc040b5c5e727b.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_b30843c0d5e845ee88fc040b5c5e727b.avif?1709690747'}}",2,False,Emerald,,['Item'],,THE CARDS WILL TELL {E} — You pay 1 {I} less for the next action you play this turn.,[],,,,,Uncommon,['Koni'],101,en,"""Take a little trip into your future with me!""
—Dr. Facilier",508762,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.06', 'usd_foil': '0.33'}"
crd_a86ebded73ba41e2ab58fcebfd30eeb0,Stolen Scimitar,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_a86ebded73ba41e2ab58fcebfd30eeb0.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_a86ebded73ba41e2ab58fcebfd30eeb0.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_a86ebded73ba41e2ab58fcebfd30eeb0.avif?1709690747'}}",2,True,Emerald,,['Item'],,"SLASH {E} — Chosen character gets +1 {S} this turn. If a character named Aladdin is chosen, he gets +2 {S} instead.",[],,,,,Common,['Kendall Hale'],102,en,Sometimes you've got to take what you can get.,507262,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.03', 'usd_foil': '0.21'}"
crd_e080b948d1bd4c87b40c050f56b2d50f,Abu,Mischievous Monkey,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_e080b948d1bd4c87b40c050f56b2d50f.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_e080b948d1bd4c87b40c050f56b2d50f.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_e080b948d1bd4c87b40c050f56b2d50f.avif?1709690747'}}",3,True,Ruby,,['Character'],"['Storyborn', 'Ally']",,[],,3,2,2,Common,['Oleg Yurkov'],103,en,"""Someday, Abu, things are gonna change. We'll be rich, live in a palace, and never have any problems at all.""
—Aladdin",507461,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.06', 'usd_foil': '0.23'}"
crd_69b75104832b4cd6ada38b185f7bd579,Aladdin,Heroic Outlaw,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_69b75104832b4cd6ada38b185f7bd579.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_69b75104832b4cd6ada38b185f7bd579.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_69b75104832b4cd6ada38b185f7bd579.avif?1709690747'}}",7,True,Ruby,,['Character'],"['Floodborn', 'Hero']","Shift 5 (You may pay 5 {I} to play this on top of one of your characters named Aladdin.)
DARING EXPLOIT During your turn, whenever this character banishes another character in a challenge, you gain 2 lore and each opponent loses 2 lore.",['Shift'],,5,5,2,Super_rare,['Nicholas Kole'],104,en,,492740,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.33', 'usd_foil': '0.3'}"
crd_a2d28e5e695747fb95ebe50f891eb0b4,Aladdin,Street Rat,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_a2d28e5e695747fb95ebe50f891eb0b4.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_a2d28e5e695747fb95ebe50f891eb0b4.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_a2d28e5e695747fb95ebe50f891eb0b4.avif?1709690747'}}",3,True,Ruby,,['Character'],"['Storyborn', 'Hero']","IMPROVISE When you play this character, each opponent loses 1 lore.",[],,2,2,1,Common,['Peter Brockhammer'],105,en,"It can be hard to tell the difference between a diamond in the rough and someone who's just, well, rough.",505947,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.06', 'usd_foil': '0.26'}"
crd_6b4e0c325cbb46698922c45438b4f1a7,Captain,Colonel's Lieutenant,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_6b4e0c325cbb46698922c45438b4f1a7.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_6b4e0c325cbb46698922c45438b4f1a7.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_6b4e0c325cbb46698922c45438b4f1a7.avif?1709690747'}}",5,True,Ruby,,['Character'],"['Storyborn', 'Ally', 'Captain']",,[],,6,5,1,Uncommon,['Brian Weisz'],106,en,"""Barking signal. It's an alert. Report to the Colonel at once!""",508779,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.03', 'usd_foil': '0.3'}"
crd_6b3ab2c893c34e5989908e451259e1b1,Captain Hook,Ruthless Pirate,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_6b3ab2c893c34e5989908e451259e1b1.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_6b3ab2c893c34e5989908e451259e1b1.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_6b3ab2c893c34e5989908e451259e1b1.avif?1709690747'}}",7,False,Ruby,,['Character'],"['Storyborn', 'Villain', 'Pirate', 'Captain']","Rush (This character can challenge the turn they're played.)
YOU COWARD! While this character is exerted, opposing characters with Evasive gain Reckless. (They can't quest and must challenge if able.)",['Rush'],,5,5,2,Rare,['Cam Kendell'],107,en,"""You wouldn't dare fight old Hook man-to-man!""",508624,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.21', 'usd_foil': '1.06'}"
crd_9db4390c3200400db02bf38305508d38,Donald Duck,Boisterous Fowl,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_9db4390c3200400db02bf38305508d38.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_9db4390c3200400db02bf38305508d38.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_9db4390c3200400db02bf38305508d38.avif?1709690747'}}",2,True,Ruby,,['Character'],['Storyborn'],,[],,2,3,1,Uncommon,['Kenneth Anderson'],108,en,"""Who you callin' boisterous, buster?""",493487,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.05', 'usd_foil': '0.37'}"
crd_4dff89f588a5466097978e9889eef559,Elsa,Ice Surfer,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_4dff89f588a5466097978e9889eef559.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_4dff89f588a5466097978e9889eef559.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_4dff89f588a5466097978e9889eef559.avif?1709690747'}}",4,True,Ruby,,['Character'],"['Dreamborn', 'Hero', 'Queen', 'Sorcerer']","THAT'S NO BLIZZARD Whenever you play a character named Anna, ready this character. This character can't quest for the rest of this turn.",[],,3,4,1,Common,['Alice Pisoni / Whitney Pollett'],109,en,"""My sister has always been there for me. I need to be there for her.""",507482,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.06', 'usd_foil': '0.31'}"
crd_559add80c2b44fb0bc383708f59d11c5,Gaston,Arrogant Hunter,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_559add80c2b44fb0bc383708f59d11c5.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_559add80c2b44fb0bc383708f59d11c5.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_559add80c2b44fb0bc383708f59d11c5.avif?1709690747'}}",2,True,Ruby,,['Character'],"['Storyborn', 'Villain']",Reckless (This character can't quest and must challenge each turn if able.),['Reckless'],,4,2,0,Common,['Matthew Robert Davies'],110,en,It's not arrogance when you really are the best.,504453,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.06', 'usd_foil': '0.33'}"
crd_6571a57fd39542b6945b43880bccc254,Goofy,Daredevil,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_6571a57fd39542b6945b43880bccc254.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_6571a57fd39542b6945b43880bccc254.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_6571a57fd39542b6945b43880bccc254.avif?1709690747'}}",5,True,Ruby,,['Character'],"['Dreamborn', 'Hero']",Evasive (Only characters with Evasive can challenge this character.),['Evasive'],,3,4,2,Common,['Kenneth Anderson'],111,en,Sometimes you gotta give it the ol' jump and hyuck.,490389,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.08', 'usd_foil': '0.25'}"
crd_350f66335966462b90a118ec2d81578f,LeFou,Instigator,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_350f66335966462b90a118ec2d81578f.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_350f66335966462b90a118ec2d81578f.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_350f66335966462b90a118ec2d81578f.avif?1709690747'}}",2,True,Ruby,,['Character'],"['Dreamborn', 'Ally']","FAN THE FLAMES When you play this character, ready chosen character. They can't quest for the rest of this turn.",[],,2,2,1,Rare,['Gaku Kumatori'],112,en,All a mob needs is a push in the wrong direction.,508356,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.17', 'usd_foil': '2.21'}"
crd_f27f48f1eb8642a39de3ea91df67ccfc,Maleficent,Monstrous Dragon,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_f27f48f1eb8642a39de3ea91df67ccfc.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_f27f48f1eb8642a39de3ea91df67ccfc.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_f27f48f1eb8642a39de3ea91df67ccfc.avif?1709690747'}}",9,True,Ruby,,['Character'],"['Storyborn', 'Villain', 'Dragon']","DRAGON FIRE When you play this character, you may banish chosen character.",[],,7,5,2,Legendary,['Luis Huerta'],113,en,"The ninth Rule of Villainy: When all else fails, turn into a dragon.",492706,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '8.71', 'usd_foil': '64.95'}"
crd_407bb2a4ff5c4d46b0e4e76cbc2be949,Maui,Hero to All,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_407bb2a4ff5c4d46b0e4e76cbc2be949.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_407bb2a4ff5c4d46b0e4e76cbc2be949.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_407bb2a4ff5c4d46b0e4e76cbc2be949.avif?1709690747'}}",5,True,Ruby,,['Character'],"['Storyborn', 'Hero', 'Deity']","Rush (This character can challenge the turn they're played.)
Reckless (This character can't quest and must challenge each turn if able.)","['Reckless', 'Rush']",,6,5,0,Rare,['Pirel / Marco Giorgianni'],114,en,"""What I believe you were trying to say is 'Thank you.'""",508784,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '5.37', 'usd_foil': '16.69'}"
crd_e74ef94562b9440e8dd95ada098728d6,Mickey Mouse,Brave Little Tailor,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_e74ef94562b9440e8dd95ada098728d6.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_e74ef94562b9440e8dd95ada098728d6.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_e74ef94562b9440e8dd95ada098728d6.avif?1709690747'}}",8,True,Ruby,,['Character'],"['Dreamborn', 'Hero']",Evasive (Only characters with Evasive can challenge this character.),['Evasive'],,5,5,4,Legendary,['Nicholas Kole'],115,en,"When defeat looms and victory hangs by a thread, a hero bolts to the rescue, patching things up through shear determination.",508785,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '3.15', 'usd_foil': '28.74'}"
crd_3f9c08ed5eae46f98e593890c2ec975b,Minnie Mouse,Always Classy,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_3f9c08ed5eae46f98e593890c2ec975b.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_3f9c08ed5eae46f98e593890c2ec975b.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_3f9c08ed5eae46f98e593890c2ec975b.avif?1709690747'}}",1,True,Ruby,,['Character'],"['Storyborn', 'Hero']",,[],,1,3,1,Common,['Kenneth Anderson'],116,en,Her fashion sense is always spot on.,505967,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.08', 'usd_foil': '0.36'}"
crd_49b96ca319434f588d5d36b30597c832,Moana,Chosen by the Ocean,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_49b96ca319434f588d5d36b30597c832.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_49b96ca319434f588d5d36b30597c832.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_49b96ca319434f588d5d36b30597c832.avif?1709690747'}}",5,True,Ruby,,['Character'],"['Storyborn', 'Hero', 'Princess']","THIS IS NOT WHO YOU ARE When you play this character, you may banish chosen character named Te Kā.",[],,2,6,2,Uncommon,['Tanisha Cherislin'],117,en,"""You know who you are.""",508786,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.09', 'usd_foil': '0.45'}"
crd_45037644be034dad9ec46ffdabcde550,Mulan,Imperial Soldier,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_45037644be034dad9ec46ffdabcde550.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_45037644be034dad9ec46ffdabcde550.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_45037644be034dad9ec46ffdabcde550.avif?1709690747'}}",5,True,Ruby,,['Character'],"['Storyborn', 'Hero', 'Princess']","LEAD BY EXAMPLE During your turn, whenever this character banishes another character in a challenge, your other characters get +1 {L} this turn.",[],,4,5,1,Super_rare,['Mel Milton'],118,en,,485365,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.22', 'usd_foil': '0.42'}"
crd_7f4cc9a32a834ebabaeaea3407d06dbc,Peter Pan,Fearless Fighter,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_7f4cc9a32a834ebabaeaea3407d06dbc.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_7f4cc9a32a834ebabaeaea3407d06dbc.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_7f4cc9a32a834ebabaeaea3407d06dbc.avif?1709690747'}}",3,False,Ruby,,['Character'],"['Storyborn', 'Hero']",Rush (This character can challenge the turn they're played.),['Rush'],,3,2,1,Common,['Anh Dang'],119,en,"""Nobody calls Pan a coward and lives! I'll fight you man-to-man, with one hand behind my back.""",508787,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.04', 'usd_foil': '0.28'}"
crd_e17a4efa1eaf47e2aefdcf3b98d4f03c,Pongo,Ol' Rascal,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_e17a4efa1eaf47e2aefdcf3b98d4f03c.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_e17a4efa1eaf47e2aefdcf3b98d4f03c.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_e17a4efa1eaf47e2aefdcf3b98d4f03c.avif?1709690747'}}",4,True,Ruby,,['Character'],"['Storyborn', 'Hero']",Evasive (Only characters with Evasive can challenge this character.),['Evasive'],,2,3,2,Common,['Brian Weisz'],120,en,"""At first I had no particular plan, just anything to attract attention. You know, stir things up a bit.""",503321,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.07', 'usd_foil': '0.31'}"
crd_3be63bf0c46342acb7d08759788757b6,Rapunzel,Letting Down Her Hair,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_3be63bf0c46342acb7d08759788757b6.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_3be63bf0c46342acb7d08759788757b6.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_3be63bf0c46342acb7d08759788757b6.avif?1709690747'}}",6,False,Ruby,,['Character'],"['Dreamborn', 'Hero', 'Princess']","TANGLE When you play this character, each opponent loses 1 lore.",[],,5,4,2,Uncommon,['Clio Wolfensberger'],121,en,"""Who are you? And how did you find me?""",502011,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.07', 'usd_foil': '0.44'}"
crd_59bf4857765e425bb663ea128e53ee0b,Scar,Fiery Usurper,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_59bf4857765e425bb663ea128e53ee0b.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_59bf4857765e425bb663ea128e53ee0b.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_59bf4857765e425bb663ea128e53ee0b.avif?1709690747'}}",4,True,Ruby,,['Character'],"['Dreamborn', 'Villain']",,[],,5,3,1,Common,['Amber Kommavongsa'],122,en,Consumed by the flames of ambition.,492711,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.07', 'usd_foil': '0.23'}"
crd_5ad957ef62844bcaba344b0af0a5ff24,Scar,Shameless Firebrand,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_5ad957ef62844bcaba344b0af0a5ff24.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_5ad957ef62844bcaba344b0af0a5ff24.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_5ad957ef62844bcaba344b0af0a5ff24.avif?1709690747'}}",8,False,Ruby,,['Character'],"['Floodborn', 'Villain', 'King']","Shift 6 (You may pay 6 {I} to play this on top of one of your characters named Scar.)
ROUSING SPEECH When you play this character, ready your characters with cost 3 or less. They can't quest for the rest of this turn.",['Shift'],,6,6,1,Rare,['Jenna Gray'],123,en,"""The time has come to take what is ours!""",507467,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.17', 'usd_foil': '1.14'}"
